City,Latitude,Longitude,Zip,State,State Name,Country
SAN DIEGO,32.79701,-117.19354,92117-6767,CA,California,USA
OAKDALE,37.76154,-120.85988,95361-3634,CA,California,USA
DOWNEY,33.9167,-118.13744,90242,CA,California,USA
ENCINITAS,33.03785,-117.23894,92024-4345,CA,California,USA
INGLEWOOD,33.9684,-118.35585,90302-3408,CA,California,USA
LOS ANGELES,33.95762,-118.23143,90002,CA,California,USA
SAN JACINTO,33.7693,-116.95928,92583,CA,California,USA
LAKESIDE,32.86272,-116.9427,92040-2316,CA,California,USA
SANTA CLARITA,34.45022,-118.49747,91350-2030,CA,California,USA
WEST COVINA,34.0831,-117.90829,91791,CA,California,USA
SAN FRANCISCO,37.78904,-122.40927,94102,CA,California,USA
RESEDA,34.20819,-118.5365,91335-2821,CA,California,USA
OXNARD,34.21944,-119.14884,93036-0620,CA,California,USA
TEMPLE CITY,34.113,-118.07336,91780-1542,CA,California,USA
HOLLYWOOD,34.09776,-118.34321,90028-7567,CA,California,USA
NORWALK,33.89521,-118.08308,90650-5846,CA,California,USA
SANTA ANA,33.73364,-117.85597,92707-1430,CA,California,USA
HEMET,33.74797,-116.9582,92543-4450,CA,California,USA
CITRUS HEIGHTS,38.67577,-121.2928,95610,CA,California,USA
ANTIOCH,37.98783,-121.78193,94531,CA,California,USA
SACRAMENTO,38.62014,-121.4188,95821,CA,California,USA
VAN NUYS,34.19408,-118.46682,91406,CA,California,USA
INGLEWOOD,33.93792,-118.35295,90304,CA,California,USA
IRVINE,33.68653,-117.85592,92614,CA,California,USA
COSTA MESA,33.62767,-117.90973,92627-3235,CA,California,USA
COVINA,34.08674,-117.92594,91722-3902,CA,California,USA
SUN VALLEY,34.22138,-118.40564,91352,CA,California,USA
FREMONT,37.49165,-121.92656,94539-7001,CA,California,USA
INGLEWOOD,33.96199,-118.36141,90301-1107,CA,California,USA
VALLEY CENTER,33.26551,-116.95416,92082,CA,California,USA
INGLEWOOD,33.94878,-118.35233,90301-3820,CA,California,USA
LAGUNA NIGUEL,33.5425,-117.69189,92677-1514,CA,California,USA
FULLERTON,33.85879,-117.94248,92833-4734,CA,California,USA
OCEANSIDE,33.23759,-117.29792,92057-6100,CA,California,USA
BALDWIN PARK,34.06706,-117.99212,91706-4507,CA,California,USA
SACRAMENTO,38.54699,-121.45282,95820,CA,California,USA
LOS ANGELES,34.01808,-118.16863,90022,CA,California,USA
SAN DIEGO,32.74921,-117.08834,92105-2110,CA,California,USA
OROVILLE,39.51762,-121.53488,95966-5223,CA,California,USA
SAN DIEGO,32.75485,-117.14397,92104-1047,CA,California,USA
LAKE FOREST,33.6643,-117.66532,92630,CA,California,USA
LA MESA,32.78241,-117.03357,91942-1618,CA,California,USA
LONG BEACH,33.78113,-118.15219,90804-3933,CA,California,USA
RICHMOND,37.93515,-122.34533,94804-1825,CA,California,USA
LOS ANGELES,33.93075,-118.26476,90059,CA,California,USA
RIALTO,34.13281,-117.36998,92376-8069,CA,California,USA
NORWALK,33.88708,-118.10045,90650-5402,CA,California,USA
NORTH HOLLYWOOD,34.17191,-118.40433,91607-1637,CA,California,USA
CHICO,39.7392,-121.80416,95926,CA,California,USA
FAIRFIELD,38.22054,-122.12663,94534,CA,California,USA
FREMONT,37.53399,-122.00119,94538-1001,CA,California,USA
POWAY,32.95219,-117.0629,92064-4209,CA,California,USA
RANCHO CORDOVA,38.60507,-121.27172,95670,CA,California,USA
CONCORD,37.95623,-122.03852,94518,CA,California,USA
LONG BEACH,33.783,-118.14184,90804,CA,California,USA
SALINAS,36.66875,-121.65524,93901-3201,CA,California,USA
WESTMINSTER,33.7452,-117.97181,92683-5530,CA,California,USA
CORONA,33.95867,-117.55834,92880,CA,California,USA
LOS ANGELES,33.97493,-118.29204,90044,CA,California,USA
NORTH HOLLYWOOD,34.15744,-118.37822,91602-1268,CA,California,USA
SAN DIEGO,32.70796,-117.15455,92101,CA,California,USA
RANCHO CORDOVA,38.61505,-121.26883,95670,CA,California,USA
FOUNTAIN VALLEY,33.71644,-117.96361,92708,CA,California,USA
CANOGA PARK,34.20851,-118.62427,91304-4537,CA,California,USA
LOS ANGELES,34.10521,-118.29142,90027-4202,CA,California,USA
SACRAMENTO,38.61086,-121.38361,95821,CA,California,USA
YUBA CITY,39.11232,-121.6279,95991-6550,CA,California,USA
LOS GATOS,37.23565,-121.9781,95030-4333,CA,California,USA
ORANGE,33.80858,-117.85331,92867-4700,CA,California,USA
LONG BEACH,33.77503,-118.14571,90804-5307,CA,California,USA
POWAY,32.9617,-117.06299,92064-3512,CA,California,USA
TORRANCE,33.88036,-118.32612,90504-1407,CA,California,USA
ROSEMEAD,34.08636,-118.0775,91770-1302,CA,California,USA
ROWLAND HEIGHTS,33.9876,-117.88464,91748,CA,California,USA
MILLBRAE,37.60213,-122.39235,94030-2616,CA,California,USA
LOS ALAMITOS,33.80269,-118.05725,90720-3563,CA,California,USA
SAN FRANCISCO,37.78076,-122.47416,94118-2816,CA,California,USA
PETALUMA,38.23238,-122.63736,94952-3033,CA,California,USA
MILPITAS,37.43413,-121.88415,95035-5720,CA,California,USA
ANAHEIM,33.81706,-117.98434,92804,CA,California,USA
MURRIETA,33.54705,-117.15603,92563,CA,California,USA
FRESNO,36.80866,-119.82595,93711-3416,CA,California,USA
SAN JOSE,37.31044,-121.93108,95128-2748,CA,California,USA
SAN DIEGO,32.74494,-117.20009,92110,CA,California,USA
LOS ANGELES,34.10168,-118.33626,90028,CA,California,USA
LOS ANGELES,34.01137,-118.28212,90037,CA,California,USA
RESEDA,34.20067,-118.52758,91335-4615,CA,California,USA
ROSEVILLE,38.75045,-121.26419,95661,CA,California,USA
UPLAND,34.09583,-117.66127,91786-4520,CA,California,USA
SAN JOSE,37.35063,-121.79768,95148-1306,CA,California,USA
RESEDA,34.19369,-118.53563,91335-5315,CA,California,USA
REDONDO BEACH,33.87321,-118.36405,90278-3311,CA,California,USA
NORTH HOLLYWOOD,34.17964,-118.39613,91606-4657,CA,California,USA
BLOOMINGTON,34.07741,-117.38876,92316-2000,CA,California,USA
LAKEWOOD,33.8614,-118.12543,90713,CA,California,USA
SACRAMENTO,38.54675,-121.35831,95826-5133,CA,California,USA
SANTA ROSA,38.43042,-122.72489,95407,CA,California,USA
CHULA VISTA,32.61056,-117.08105,91911-1868,CA,California,USA
PERRIS,33.80837,-117.22655,92571,CA,California,USA
VISTA,33.13266,-117.22878,92081,CA,California,USA
HACIENDA HEIGHTS,33.99297,-117.96957,91745-4508,CA,California,USA
PACIFICA,37.62965,-122.49104,94044-2720,CA,California,USA
ONTARIO,34.0268,-117.64994,91762-6620,CA,California,USA
LONG BEACH,33.81201,-118.16722,90807,CA,California,USA
SAN BERNARDINO,34.14389,-117.25201,92404-4429,CA,California,USA
FONTANA,34.09894,-117.43949,92335,CA,California,USA
BURBANK,34.18513,-118.34889,91505-1520,CA,California,USA
SANTA BARBARA,34.42574,-119.68399,93103,CA,California,USA
ANAHEIM,33.84677,-117.87961,92806-2241,CA,California,USA
MIRA LOMA,34.01481,-117.52388,91752,CA,California,USA
SANTA ANA,33.73494,-117.90616,92704-2713,CA,California,USA
FRESNO,36.73621,-119.727,93727,CA,California,USA
LA HABRA,33.91765,-117.95148,90631-7265,CA,California,USA
BURBANK,34.16128,-118.34342,91505-3124,CA,California,USA
MONTEREY PARK,34.06285,-118.1173,91755-1813,CA,California,USA
SAN FERNANDO,34.29089,-118.43028,91340-2143,CA,California,USA
CLOVIS,36.816,-119.70091,93612-2241,CA,California,USA
MILL VALLEY,37.89853,-122.53766,94941-2818,CA,California,USA
MANHATTAN BEACH,33.873,-118.39332,90266-6904,CA,California,USA
MONTCLAIR,34.07732,-117.68909,91763-2816,CA,California,USA
NORTH HIGHLANDS,38.69083,-121.38251,95660-3730,CA,California,USA
DUBLIN,37.70954,-121.93873,94568-1321,CA,California,USA
DEL MAR,32.94943,-117.24707,92014-3101,CA,California,USA
WATSONVILLE,36.91666,-121.77665,95076,CA,California,USA
TORRANCE,33.81215,-118.32847,90505-5202,CA,California,USA
TORRANCE,33.82049,-118.32006,90501-5302,CA,California,USA
POMONA,34.06131,-117.77656,91768,CA,California,USA
NORTHRIDGE,34.2211,-118.53578,91325-4106,CA,California,USA
SANTA CLARITA,34.43722,-118.56433,91355-4013,CA,California,USA
COMPTON,33.89348,-118.26497,90220,CA,California,USA
TRUCKEE,39.31628,-120.1523,96161,CA,California,USA
SAN DIEGO,32.75251,-117.20593,92110-4527,CA,California,USA
LOS ANGELES,33.97421,-118.33048,90043,CA,California,USA
ARCADIA,34.13967,-118.02793,91006,CA,California,USA
LEMOORE,36.31362,-119.78063,93245-2348,CA,California,USA
CARNELIAN BAY,39.22649,-120.08259,96140-1045,CA,California,USA
SAN LEANDRO,37.70389,-122.126,94578,CA,California,USA
KETTLEMAN CITY,35.99015,-119.96021,93239,CA,California,USA
ARROYO GRANDE,35.10626,-120.60095,93420-4106,CA,California,USA
AUBURN,38.89074,-121.07579,95603-5509,CA,California,USA
VAN NUYS,34.19365,-118.49196,91406-4729,CA,California,USA
SANTA ANA,33.75204,-117.93711,92703,CA,California,USA
SIMI VALLEY,34.27869,-118.71822,93063-2377,CA,California,USA
SAN JOSE,37.33554,-121.88702,95113,CA,California,USA
UNION CITY,37.58918,-122.06957,94587,CA,California,USA
SAN FRANCISCO,37.78969,-122.404243,94108,CA,California,USA
LOS ANGELES,34.08308,-118.25961,90026,CA,California,USA
ATWATER,37.36018,-120.59552,95301,CA,California,USA
INGLEWOOD,33.97606,-118.35981,90302-1137,CA,California,USA
COMPTON,33.88884,-118.23744,90220,CA,California,USA
MURRIETA,33.64111,-117.16874,92563-7428,CA,California,USA
ESCONDIDO,33.13421,-117.08658,92026-3044,CA,California,USA
FULLERTON,33.88716,-117.87556,92831-2213,CA,California,USA
EL CAJON,32.78728,-116.92756,92019-3202,CA,California,USA
DOWNEY,33.91498,-118.15121,90242,CA,California,USA
SAN DIEGO,32.80341,-117.21654,92109-4920,CA,California,USA
GLENDALE,34.14116,-118.2497,91205,CA,California,USA
SAN BERNARDINO,34.13565,-117.28771,92405-4017,CA,California,USA
LAKEWOOD,33.8465,-118.11674,90713-2344,CA,California,USA
SACRAMENTO,38.52575,-121.39145,95826,CA,California,USA
LOS ANGELES,34.04428,-118.32667,90019-6046,CA,California,USA
PACOIMA,34.27999,-118.41788,91331,CA,California,USA
EL CAJON,32.81315,-116.93614,92021-5001,CA,California,USA
TUSTIN,33.74177,-117.83906,92780-7424,CA,California,USA
GILROY,37.0138,-121.58141,95020-5033,CA,California,USA
ROHNERT PARK,38.33555,-122.67639,94928,CA,California,USA
FRESNO,36.82342,-119.7809,93710-5309,CA,California,USA
SAN JOSE,37.25926,-121.89133,95118-2414,CA,California,USA
INDIO,33.72971,-116.21602,92201,CA,California,USA
UNION CITY,37.60574,-122.05836,94587,CA,California,USA
LA MESA,32.79089,-117.02049,91942,CA,California,USA
SAN DIEGO,32.80234,-117.22807,92109-3712,CA,California,USA
TORRANCE,33.83183,-118.30882,90501-3847,CA,California,USA
AMERICAN CANYON,38.1794,-122.25575,94503,CA,California,USA
UPLAND,34.0884,-117.68061,91786-6921,CA,California,USA
SANTA BARBARA,34.41073,-119.69702,93101-3826,CA,California,USA
SAND CITY,36.62315,-121.84218,93955,CA,California,USA
MORAGA,37.85447,-122.12451,94556-2218,CA,California,USA
SACRAMENTO,38.49689,-121.33574,95829,CA,California,USA
ORANGEVALE,38.67855,-121.22977,95662,CA,California,USA
MILL VALLEY,37.8911,-122.51596,94941-3071,CA,California,USA
PETALUMA,38.23404,-122.61424,94954-5320,CA,California,USA
CHINO,34.01859,-117.70593,91710-3925,CA,California,USA
TARZANA,34.17218,-118.53643,91356-2611,CA,California,USA
SAN JOSE,37.33687,-121.87646,95112-2134,CA,California,USA
SOUTH SAN FRANCISCO,37.643,-122.46268,94080-5118,CA,California,USA
REDDING,40.58647,-122.39858,96001-0453,CA,California,USA
UPLAND,34.09922,-117.69897,91786,CA,California,USA
PITTSBURG,38.03615,-121.96096,94565-1504,CA,California,USA
RAMONA,33.04106,-116.86976,92065-2121,CA,California,USA
SAN BERNARDINO,34.13568,-117.3006,92405-3838,CA,California,USA
SAN FRANCISCO,37.76068,-122.50575,94122-1113,CA,California,USA
SUNLAND,34.26006,-118.31549,91040-2809,CA,California,USA
AUBURN,38.90807,-121.07344,95603-3927,CA,California,USA
RIVERSIDE,33.89575,-117.49097,92503-4980,CA,California,USA
LAKEWOOD,33.84738,-118.10696,90713-2203,CA,California,USA
ANAHEIM,33.80369,-117.91577,92802-3410,CA,California,USA
JAMUL,32.72821,-116.90911,91935-1912,CA,California,USA
FONTANA,34.09909,-117.42664,92335-3950,CA,California,USA
NORTHRIDGE,34.24242,-118.537,91324-2222,CA,California,USA
OLYMPIC VALLEY,39.20628,-120.19946,96146,CA,California,USA
SAN DIEGO,32.83237,-117.1529,92111-1618,CA,California,USA
MARINA,36.6833,-121.80283,93933-3521,CA,California,USA
SAN DIEGO,33.01696,-117.07508,92128-2509,CA,California,USA
WHITTIER,33.99917,-118.0555,90601,CA,California,USA
MILPITAS,37.428,-121.90963,95035,CA,California,USA
PALMDALE,34.57987,-118.11635,93550-4741,CA,California,USA
LONG BEACH,33.81952,-118.18912,90807-4433,CA,California,USA
SAN DIEGO,32.71139,-117.15345,92101-7311,CA,California,USA
EL CENTRO,32.79613,-115.56183,92243-2003,CA,California,USA
RESEDA,34.19363,-118.55311,91335-5014,CA,California,USA
OAKLAND,37.79954,-122.21396,94602-2915,CA,California,USA
NAPA,38.30865,-122.29277,94558-5059,CA,California,USA
SAN JOSE,37.29778,-121.94957,95128-4330,CA,California,USA
ATWATER,37.34343,-120.6145,95301,CA,California,USA
SAN DIEGO,32.80184,-117.15993,92111,CA,California,USA
LOS ANGELES,33.91673,-118.28318,90061,CA,California,USA
MILL VALLEY,37.87893,-122.53322,94941-3825,CA,California,USA
SAN DIEGO,32.71479,-117.16092,92101,CA,California,USA
CALIMESA,34.00396,-117.04777,92320-1213,CA,California,USA
SACRAMENTO,38.70205,-121.33116,95842,CA,California,USA
SANTA ANA,33.76048,-117.83483,92705-8613,CA,California,USA
ANAHEIM,33.81779,-117.96794,92804-5210,CA,California,USA
WALNUT CREEK,37.9178,-122.0659,94597,CA,California,USA
SAN DIEGO,32.71664,-117.15937,92101-5210,CA,California,USA
GARDENA,33.89233,-118.28263,90248,CA,California,USA
MERCED,37.32375,-120.48738,95348-1806,CA,California,USA
LEMON GROVE,32.74319,-117.02653,91945,CA,California,USA
VAN NUYS,34.187,-118.45072,91411-1619,CA,California,USA
SAN DIEGO,32.71267,-117.16093,92101,CA,California,USA
LOS ANGELES,33.93072,-118.27425,90061,CA,California,USA
INGLEWOOD,33.96012,-118.37578,90301-1530,CA,California,USA
PACHECO,37.98305,-122.06804,94553,CA,California,USA
EL MONTE,34.05154,-118.0555,91733,CA,California,USA
WEST HOLLYWOOD,34.09081,-118.37588,90069-2410,CA,California,USA
ANAHEIM,33.8395,-117.8984,92805,CA,California,USA
COSTA MESA,33.68034,-117.88619,92626-3035,CA,California,USA
GLENDALE,34.1661,-118.28789,91201-2441,CA,California,USA
LOS ANGELES,34.03893,-118.26865,90015,CA,California,USA
LOS ANGELES,34.05286,-118.31396,90019,CA,California,USA
CHULA VISTA,32.60539,-117.03901,91911-5550,CA,California,USA
PACOIMA,34.25852,-118.43133,91331,CA,California,USA
FREMONT,37.47759,-121.92162,94539-7515,CA,California,USA
HAYWARD,37.62817,-122.04459,94544,CA,California,USA
SAN YSIDRO,32.55409,-117.04779,92173-2555,CA,California,USA
LOS ANGELES,33.93128,-118.30067,90044,CA,California,USA
LOST HILLS,35.61679,-119.65987,93249,CA,California,USA
EL MONTE,34.09314,-118.03506,91731-1305,CA,California,USA
AZUSA,34.11389,-117.8898,91702-5932,CA,California,USA
LOS ANGELES,33.91599,-118.25478,90059,CA,California,USA
SAN JOSE,37.32916,-121.87156,95112-2348,CA,California,USA
SAN LUIS OBISPO,35.27808,-120.66433,93401-3931,CA,California,USA
LOS BANOS,37.07377,-120.835,93635,CA,California,USA
OAKLEY,37.99824,-121.73205,94561-1864,CA,California,USA
SAN BRUNO,37.63098,-122.43706,94066-1930,CA,California,USA
BELLFLOWER,33.8722,-118.12489,90706,CA,California,USA
HUNTINGTON BEACH,33.72972,-118.02374,92647,CA,California,USA
JURUPA VALLEY,33.97818,-117.4509,92509-5362,CA,California,USA
SANTA CLARA,37.38808,-121.95357,95054-2025,CA,California,USA
EL CAJON,32.78073,-116.96632,92020-6307,CA,California,USA
HAYWARD,37.68423,-122.06344,94541,CA,California,USA
SUNNYVALE,37.35244,-122.05164,94087,CA,California,USA
SACRAMENTO,38.46879,-121.42623,95823-4925,CA,California,USA
OCEANSIDE,33.22674,-117.32648,92058,CA,California,USA
LOS ANGELES,33.98922,-118.35135,90043-2815,CA,California,USA
PASADENA,34.15802,-118.13221,91104-4555,CA,California,USA
HAYWARD,37.64936,-122.09215,94544-1755,CA,California,USA
ANAHEIM,33.8427,-117.94185,92801-4116,CA,California,USA
ANTIOCH,38.00434,-121.78718,94509-2155,CA,California,USA
POMONA,34.04451,-117.8025,91768,CA,California,USA
LIVERMORE,37.67855,-121.77185,94550-4454,CA,California,USA
SAN DIEGO,32.75019,-117.16298,92103,CA,California,USA
EL CAJON,32.78749,-116.97436,92020-4937,CA,California,USA
SAN DIEGO,32.74945,-117.1109,92105,CA,California,USA
MODESTO,37.63499,-121.00318,95351,CA,California,USA
SACRAMENTO,38.5251,-121.48278,95822,CA,California,USA
PACIFICA,37.59594,-122.50322,94044,CA,California,USA
SAN PABLO,37.9681,-122.34451,94806-2445,CA,California,USA
GALT,38.29149,-121.31033,95632,CA,California,USA
SAN DIEGO,32.739,-117.16063,92103-5806,CA,California,USA
SAN PEDRO,33.75877,-118.29287,90731-1338,CA,California,USA
HAWTHORNE,33.92337,-118.36156,90250-2725,CA,California,USA
MORENO VALLEY,33.90228,-117.22564,92551-4597,CA,California,USA
CHATSWORTH,34.25028,-118.58831,91311-4512,CA,California,USA
SALINAS,36.70206,-121.65294,93906-2828,CA,California,USA
ARTESIA,33.85821,-118.07199,90701,CA,California,USA
STUDIO CITY,34.14112,-118.37096,91604-3547,CA,California,USA
SAN JOSE,37.3521,-121.85793,95116-2430,CA,California,USA
MARINA,36.68343,-121.79159,93933-3219,CA,California,USA
ORANGE,33.78801,-117.80619,92869-4009,CA,California,USA
WOODLAND HILLS,34.1865,-118.64293,91367,CA,California,USA
BRENTWOOD,37.96073,-121.74233,94513,CA,California,USA
SIGNAL HILL,33.79014,-118.15931,90755,CA,California,USA
ALHAMBRA,34.06802,-118.1492,91803-4315,CA,California,USA
PICO RIVERA,33.9615,-118.11015,90660,CA,California,USA
HAYWARD,37.64975,-122.07675,94544-2831,CA,California,USA
WILMINGTON,33.79079,-118.27456,90744,CA,California,USA
EMERYVILLE,37.83126,-122.27977,94608,CA,California,USA
THOUSAND OAKS,34.18617,-118.87434,91360-5562,CA,California,USA
LOS ANGELES,34.03306,-118.29999,90007,CA,California,USA
DIAMOND BAR,34.02946,-117.80975,91765-1007,CA,California,USA
SUNLAND,34.24673,-118.35713,91040,CA,California,USA
CLOVIS,36.80088,-119.71791,93612-4324,CA,California,USA
LOS ANGELES,34.02513,-118.41141,90034-5406,CA,California,USA
VALENCIA,34.3947,-118.56102,91355,CA,California,USA
MERCED,37.28815,-120.45367,95341,CA,California,USA
SAN JOSE,37.36204,-121.90966,95112,CA,California,USA
SAN JOSE,37.2625,-121.81298,95111-4331,CA,California,USA
LOS ANGELES,33.95993,-118.25606,90002,CA,California,USA
YUBA CITY,39.15214,-121.62542,95991-2539,CA,California,USA
SAN JOSE,37.34159,-121.88702,95112-5424,CA,California,USA
LOS ANGELES,34.06922,-118.30334,90004-4307,CA,California,USA
MISSION HILLS,34.26422,-118.46684,91345-1919,CA,California,USA
IMPERIAL BEACH,32.58369,-117.12978,91932-1017,CA,California,USA
ESCONDIDO,33.14468,-117.05563,92027-2247,CA,California,USA
ATASCADERO,35.47714,-120.6564,93422-5212,CA,California,USA
PLEASANTON,37.69493,-121.87831,94588,CA,California,USA
ANAHEIM,33.83716,-117.87183,92806,CA,California,USA
OXNARD,34.19799,-119.19567,93030-6512,CA,California,USA
SAN CLEMENTE,33.42064,-117.60802,92672-4203,CA,California,USA
LOS ANGELES,34.02245,-118.15702,90022,CA,California,USA
SANTA ANA,33.73479,-117.9204,92704,CA,California,USA
LATHROP,37.8556,-121.27545,95330,CA,California,USA
SAN DIEGO,32.80623,-117.07832,92120-1301,CA,California,USA
VISTA,33.19401,-117.23388,92084,CA,California,USA
IRVINE,33.68189,-117.8122,92606,CA,California,USA
LOS ANGELES,34.02719,-118.25745,90011-1122,CA,California,USA
GOLETA,34.42956,-119.88703,93117-2567,CA,California,USA
SANTA CRUZ,36.96899,-122.02979,95060-4907,CA,California,USA
SAN DIEGO,32.75206,-117.2266,92110-5725,CA,California,USA
FULLERTON,33.91011,-117.88053,92835-2301,CA,California,USA
BAKERSFIELD,35.4175,-119.03874,93308-3239,CA,California,USA
SAN JOSE,37.25103,-121.80457,95123,CA,California,USA
SACRAMENTO,38.61049,-121.4158,95821,CA,California,USA
MENIFEE,33.6842,-117.18578,92584,CA,California,USA
HUNTINGTON BEACH,33.71599,-118.00705,92647,CA,California,USA
TRACY,37.72306,-121.532143,95377,CA,California,USA
SAN YSIDRO,32.54558,-117.03921,92173,CA,California,USA
GOLETA,34.43613,-119.82695,93117-3624,CA,California,USA
SAN LEANDRO,37.7154,-122.14211,94578-2540,CA,California,USA
BURBANK,34.18711,-118.3111,91502-1014,CA,California,USA
SANTA ANA,33.70042,-117.88814,92704,CA,California,USA
SANTA BARBARA,34.41899,-119.69799,93101,CA,California,USA
LOS ANGELES,34.04071,-118.43796,90064-1938,CA,California,USA
COLTON,34.06569,-117.31305,92324-3179,CA,California,USA
CHINO,34.03285,-117.7065,91710,CA,California,USA
RESEDA,34.2081,-118.519,91335-3349,CA,California,USA
MURRIETA,33.55327,-117.14366,92562,CA,California,USA
TURLOCK,37.48815,-120.84941,95380-5325,CA,California,USA
ALPINE,32.83552,-116.76657,91901,CA,California,USA
LOS ANGELES,33.97452,-118.23495,90012,CA,California,USA
LOS ANGELES,34.06569,-118.2151,90031-3319,CA,California,USA
WEST COVINA,34.05039,-117.90845,91791-3965,CA,California,USA
MARTINEZ,37.99345,-122.09993,94553-4119,CA,California,USA
OAKLAND,37.77227,-122.21543,94601,CA,California,USA
SANTA CRUZ,36.97634,-122.05001,95060-2437,CA,California,USA
ANAHEIM,33.829,-117.9754,92804-2111,CA,California,USA
ENCINO,34.16414,-118.52174,91316-3323,CA,California,USA
MONTEREY PARK,34.04459,-118.16145,91754-3623,CA,California,USA
MOUNTAIN VIEW,37.41592,-122.07716,94043,CA,California,USA
CHATSWORTH,34.24942,-118.57943,91311-5211,CA,California,USA
WATSONVILLE,36.93184,-121.78691,95076-2001,CA,California,USA
VISTA,33.19003,-117.22714,92084,CA,California,USA
LOS ANGELES,34.0765,-118.30093,90004,CA,California,USA
SAN DIEGO,32.83081,-117.13136,92123-1209,CA,California,USA
SUNNYVALE,37.36748,-122.02217,94086-7753,CA,California,USA
SPRING VALLEY,32.74723,-116.97844,91977-1803,CA,California,USA
FRESNO,36.79396,-119.86747,93722-6331,CA,California,USA
EL CERRITO,37.91028,-122.29952,94530-2949,CA,California,USA
LOS ANGELES,34.02355,-118.17121,90022,CA,California,USA
WHITTIER,33.96788,-118.03767,90602-2110,CA,California,USA
STOCKTON,38.03327,-121.3363,95209-1821,CA,California,USA
HEMET,33.74742,-116.9286,92544,CA,California,USA
SAN BRUNO,37.62635,-122.40992,94066-3604,CA,California,USA
SAN DIEGO,32.74667,-117.16184,92103-4203,CA,California,USA
SAN DIEGO,32.79006,-117.09716,92120-2504,CA,California,USA
LONG BEACH,33.87428,-118.18614,90805-2304,CA,California,USA
COLTON,34.07758,-117.33493,92324,CA,California,USA
SAN DIEGO,32.79328,-117.15612,92123-2716,CA,California,USA
ROSEMEAD,34.04476,-118.09005,91770,CA,California,USA
COSTA MESA,33.67355,-117.9214,92626,CA,California,USA
HIGHLAND,34.13611,-117.2092,92346,CA,California,USA
SAN JOSE,37.28348,-121.83335,95111-3441,CA,California,USA
LOS ANGELES,34.09048,-118.16412,90032,CA,California,USA
SACRAMENTO,38.57898,-121.48796,95814,CA,California,USA
SIMI VALLEY,34.27134,-118.67811,93063-4200,CA,California,USA
WHITTIER,33.92234,-118.02963,90604,CA,California,USA
CARLSBAD,33.13607,-117.28735,92008-7300,CA,California,USA
LOS ANGELES,34.08006,-118.30953,90004-2609,CA,California,USA
SANTA MARIA,34.96304,-120.43607,93454-3133,CA,California,USA
LOS ANGELES,33.91687,-118.30871,90047,CA,California,USA
SUNNYVALE,37.37252,-122.04884,94087,CA,California,USA
SANTA ROSA,38.41285,-122.71274,95407,CA,California,USA
LOS ANGELES,34.12182,-118.22428,90065-4405,CA,California,USA
KING CITY,36.18753,-121.07495,93930,CA,California,USA
MURRIETA,33.56792,-117.20667,92562-5748,CA,California,USA
LOS ANGELES,34.06675,-118.26997,90057-2417,CA,California,USA
SAN DIEGO,32.71592,-117.16297,92101-4903,CA,California,USA
WEST SACRAMENTO,38.56766,-121.52582,95691-3951,CA,California,USA
HEALDSBURG,38.62108,-122.87215,95448-3402,CA,California,USA
SAN BERNARDINO,34.09182,-117.27823,92408,CA,California,USA
FRESNO,36.82225,-119.80785,93704-1844,CA,California,USA
SACRAMENTO,38.49638,-121.42868,95823,CA,California,USA
LOS ANGELES,33.98941,-118.27784,90003,CA,California,USA
LOS ANGELES,34.10135,-118.33127,90028,CA,California,USA
LONG BEACH,33.78295,-118.17737,90813,CA,California,USA
PACIFICA,37.65965,-122.47742,94044,CA,California,USA
GLENDALE,34.14654,-118.24032,91205-1315,CA,California,USA
ARCADIA,34.11077,-118.00877,91006,CA,California,USA
CAMPBELL,37.27191,-121.95482,95008-5349,CA,California,USA
STOCKTON,37.95978,-121.2925,95202,CA,California,USA
NAPA,38.28028,-122.26536,94559-4237,CA,California,USA
OCEANSIDE,0,0,92054,CA,California,USA
LA PUENTE,34.01982,-117.94836,91744-4700,CA,California,USA
LOS ANGELES,34.04292,-118.26121,90015,CA,California,USA
BURBANK,34.20533,-118.33954,91504-2009,CA,California,USA
SOUTH GATE,33.94339,-118.19488,90280-6236,CA,California,USA
DIAMOND BAR,33.99789,-117.81339,91765-4149,CA,California,USA
BAKERSFIELD,35.33194,-119.05539,93309-5823,CA,California,USA
HUNTINGTON BEACH,33.66467,-117.98027,92646-5046,CA,California,USA
SANTA CLARA,37.33851,-121.9925,95051-5104,CA,California,USA
HARBOR CITY,33.78189,-118.298,90710-3805,CA,California,USA
ONTARIO,34.05607,-117.65049,91762,CA,California,USA
ONTARIO,34.05561,-117.66952,91762-4861,CA,California,USA
NORTH HOLLYWOOD,34.17193,-118.38693,91601-2330,CA,California,USA
NORTH HOLLYWOOD,34.1943,-118.41351,91605-5219,CA,California,USA
WESTMINSTER,33.72327,-117.98043,92683,CA,California,USA
BURLINGAME,37.58704,-122.35594,94010-2604,CA,California,USA
BELMONT,37.52103,-122.27474,94002,CA,California,USA
LA JOLLA,32.83278,-117.2765,92037-5427,CA,California,USA
SAN MARCOS,33.14953,-117.19903,92078,CA,California,USA
OCEANSIDE,33.20094,-117.33246,92056,CA,California,USA
WESTMINSTER,33.75981,-118.04206,92683-3457,CA,California,USA
RIVERSIDE,33.97587,-117.47739,92509,CA,California,USA
SACRAMENTO,38.611,-121.47518,95833-2501,CA,California,USA
MOUNTAIN VIEW,37.39645,-122.10097,94040-2105,CA,California,USA
