City,Latitude,Longitude,Zip,State,State Name,Country
MOBILE,0,0,36606,AL,Alabama,USA
MESA,33.39997,-111.87406,85202-2901,AZ,Arizona,USA
TUCSON,32.23638,-110.95655,85719-4443,AZ,Arizona,USA
TEMPE,33.3785,-111.93886,85282-6808,AZ,Arizona,USA
TUCSON,32.22099,-110.89272,85711-3512,AZ,Arizona,USA
PHOENIX,33.39251,-112.04708,85040-3533,AZ,Arizona,USA
MESA,33.41572,-111.78762,85213-9105,AZ,Arizona,USA
PHOENIX,33.62565,-112.11268,85023-4221,AZ,Arizona,USA
CHANDLER,33.33478,-111.87688,85224-2182,AZ,Arizona,USA
PHOENIX,33.59615,-112.11981,85029-3304,AZ,Arizona,USA
PHOENIX,33.49554,-112.08274,85013-3136,AZ,Arizona,USA
CHANDLER,33.31691,-111.84194,85225,AZ,Arizona,USA
PHOENIX,33.46669,-112.15229,85035-4205,AZ,Arizona,USA
MESA,33.36472,-111.859467,85202-9102,AZ,Arizona,USA
TEMPE,33.40769,-111.91724,85282-1606,AZ,Arizona,USA
CASA GRANDE,32.89391,-111.74858,85122-0000,AZ,Arizona,USA
PHOENIX,33.50894,-112.20372,85033-1612,AZ,Arizona,USA
TUCSON,32.22056,-110.84153,85710-2805,AZ,Arizona,USA
TUCSON,32.25091,-110.91808,85716-2931,AZ,Arizona,USA
TEMPE,33.42141,-111.909821,85281-8497,AZ,Arizona,USA
GILBERT,33.37132,-111.78936,85234-3391,AZ,Arizona,USA
PHOENIX,33.49514,-112.03926,85016-6017,AZ,Arizona,USA
TEMPE,33.33402,-111.9449,85284-2940,AZ,Arizona,USA
GILBERT,33.3363,-111.75478,85296-3131,AZ,Arizona,USA
TUCSON,32.24379,-110.87585,85712-3633,AZ,Arizona,USA
PEORIA,33.5676,-112.20343,85345-7275,AZ,Arizona,USA
PHOENIX,33.48105,-112.18591,85031-3229,AZ,Arizona,USA
PHOENIX,33.49419,-112.27311,85037-5902,AZ,Arizona,USA
PHOENIX,33.48094,-111.99601,85018-7512,AZ,Arizona,USA
PHOENIX,33.50259,-112.0297,85016-5201,AZ,Arizona,USA
TUCSON,32.20023,-110.90123,85711-6114,AZ,Arizona,USA
PHOENIX,33.30464,-111.979561,85048-0804,AZ,Arizona,USA
TUCSON,32.20726,-110.95653,85713-1706,AZ,Arizona,USA
PHOENIX,33.37874,-111.97908,85042-7453,AZ,Arizona,USA
PHOENIX,33.45139,-111.97892,85008-6928,AZ,Arizona,USA
MESA,33.40772,-111.78752,85204-2817,AZ,Arizona,USA
MESA,33.3791,-111.84918,85210-5901,AZ,Arizona,USA
PHOENIX,33.49546,-112.11658,85017-4306,AZ,Arizona,USA
PHOENIX,33.50856,-112.22007,85033-1331,AZ,Arizona,USA
MESA,33.40011,-111.85648,85210-2002,AZ,Arizona,USA
PHOENIX,33.66737,-112.11767,85027-4000,AZ,Arizona,USA
PHOENIX,33.58216,-112.01261,85028-3301,AZ,Arizona,USA
PHOENIX,33.53884,-112.09886,85021-8543,AZ,Arizona,USA
SCOTTSDALE,33.52432,-111.89976,85250-6327,AZ,Arizona,USA
TEMPE,33.41812,-111.90928,85281-4504,AZ,Arizona,USA
PHOENIX,33.46538,-112.02992,85008-3528,AZ,Arizona,USA
TUCSON,32.19975,-110.90997,85711-6214,AZ,Arizona,USA
TUCSON,32.23591,-110.90076,85711-1139,AZ,Arizona,USA
TUCSON,32.23564,-110.94549,85719-4515,AZ,Arizona,USA
GILBERT,33.34924,-111.80636,85233-5305,AZ,Arizona,USA
PHOENIX,33.51014,-111.99665,85018,AZ,Arizona,USA
PHOENIX,33.64077,-112.0615,85022-2653,AZ,Arizona,USA
PHOENIX,33.46614,-111.97883,85008-4510,AZ,Arizona,USA
TUCSON,32.22846,-110.99847,85745-3107,AZ,Arizona,USA
TUCSON,32.32322,-110.89339,85718-1630,AZ,Arizona,USA
PHOENIX,33.53831,-112.1162,85051-6715,AZ,Arizona,USA
GLENDALE,33.56659,-112.18669,85302-3031,AZ,Arizona,USA
SCOTTSDALE,33.46631,-111.90001,85257-3904,AZ,Arizona,USA
PHOENIX,33.47967,-111.96985,85018-7914,AZ,Arizona,USA
PHOENIX,33.64009,-112.13064,85053,AZ,Arizona,USA
TUCSON,32.22854,-110.90992,85716-5145,AZ,Arizona,USA
TUCSON,32.20742,-110.892708,85711-5711,AZ,Arizona,USA
PHOENIX,33.4658,-112.18704,85035-4840,AZ,Arizona,USA
ANAHEIM,33.84709,-117.90598,92805-2150,CA,California,USA
LOS GATOS,37.22082,-121.97506,95030,CA,California,USA
WATSONVILLE,36.91501,-121.75418,95076-4717,CA,California,USA
NORCO,33.89968,-117.55898,92860,CA,California,USA
SANTA ROSA,38.4521,-122.75077,95403,CA,California,USA
TUSTIN,33.73261,-117.82708,92780-5603,CA,California,USA
MARYSVILLE,39.10951,-121.55547,95901,CA,California,USA
REDONDO BEACH,33.8586,-118.37008,90278,CA,California,USA
LOS ANGELES,34.02189,-118.37192,90016-5013,CA,California,USA
FOUNTAIN VALLEY,33.70121,-117.95488,92708,CA,California,USA
SOUTH SAN FRANCISCO,37.64901,-122.43016,94080-4404,CA,California,USA
LONG BEACH,33.77917,-118.18887,90813-3221,CA,California,USA
COSTA MESA,33.67019,-117.9197,92626-5227,CA,California,USA
SAN BERNARDINO,34.16439,-117.28476,92405,CA,California,USA
MURRIETA,33.5311,-117.17719,92562,CA,California,USA
RIVERSIDE,33.94415,-117.38954,92506,CA,California,USA
PASADENA,34.14616,-118.1161,91106,CA,California,USA
LOS ANGELES,34.06182,-118.33872,90036-4315,CA,California,USA
CHULA VISTA,32.63836,-117.09207,91910-2319,CA,California,USA
SANTEE,32.83116,-116.98317,92071-4329,CA,California,USA
FONTANA,34.06354,-117.4543,92337-7337,CA,California,USA
TORRANCE,33.8229,-118.3516,90505-2510,CA,California,USA
CYPRESS,33.82475,-118.02782,90630,CA,California,USA
LOS ANGELES,34.04211,-118.25602,90015,CA,California,USA
LOS ANGELES,34.05372,-118.35508,90019-2576,CA,California,USA
BLOOMINGTON,34.06348,-117.39692,92316-2404,CA,California,USA
SANTEE,32.83825,-117.0004,92071-3723,CA,California,USA
NOVATO,38.10041,-122.57488,94947-4008,CA,California,USA
SAN MARCOS,33.13763,-117.17893,92078-1220,CA,California,USA
IMPERIAL BEACH,32.57614,-117.10528,91932-2837,CA,California,USA
MANHATTAN BEACH,33.89485,-118.37882,90266,CA,California,USA
SIMI VALLEY,34.27866,-118.7445,93065-2638,CA,California,USA
LOS ANGELES,34.0688,-118.29626,90020,CA,California,USA
COSTA MESA,33.65212,-117.93173,92627-3302,CA,California,USA
SOUTH GATE,33.95348,-118.19611,90280,CA,California,USA
CLOVERDALE,38.78386,-123.01148,95425,CA,California,USA
DUBLIN,37.71883,-121.91076,94568,CA,California,USA
HUNTINGTON BEACH,33.67615,-117.98902,92648-2906,CA,California,USA
SAN JOSE,37.37384,-121.87229,95133-1514,CA,California,USA
LAGUNA HILLS,33.59526,-117.68085,92653-5138,CA,California,USA
CITY OF INDUSTRY,34.02685,-118.03528,90601,CA,California,USA
SAN JOSE,37.28045,-121.82315,95111-2559,CA,California,USA
CITRUS HEIGHTS,38.68774,-121.30837,95621-4211,CA,California,USA
SAN DIEGO,32.72778,-117.12929,92104-5517,CA,California,USA
SANTA ROSA,38.42823,-122.66785,95405-8563,CA,California,USA
FONTANA,34.0554,-117.43612,92337,CA,California,USA
SACRAMENTO,38.48206,-121.42203,95828,CA,California,USA
LOS ANGELES,34.03217,-118.1542,90022,CA,California,USA
REDONDO BEACH,33.83348,-118.3883,90277,CA,California,USA
BAKERSFIELD,35.36455,-119.02909,93304-1921,CA,California,USA
LAKESIDE,32.86264,-116.9218,92040-3111,CA,California,USA
LOS ANGELES,34.04297,-118.21611,90033,CA,California,USA
PASADENA,34.16893,-118.09871,91107-1431,CA,California,USA
ATASCADERO,35.51328,-120.698,93422,CA,California,USA
WEST LOS ANGELES,34.04969,-118.46004,90025-1705,CA,California,USA
DUBLIN,37.70555,-121.92284,94568,CA,California,USA
EAST LOS ANGELES,34.02968,-118.14896,90022-2207,CA,California,USA
TORRANCE,33.84412,-118.30967,90501,CA,California,USA
RIVERSIDE,34.02152,-117.42425,92509,CA,California,USA
PERRIS,33.85777,-117.22664,92571,CA,California,USA
MOUNTAIN VIEW,37.41407,-122.08959,94043-2543,CA,California,USA
ARCADIA,34.12868,-118.05506,91007-7235,CA,California,USA
FONTANA,34.04853,-117.45422,92337,CA,California,USA
LONG BEACH,33.81183,-118.19419,90806-1355,CA,California,USA
SAN DIEGO,32.74872,-117.13852,92104-2722,CA,California,USA
WILDOMAR,33.59376,-117.24694,92595-9708,CA,California,USA
ESCONDIDO,33.12249,-117.07878,92025-2802,CA,California,USA
BALDWIN PARK,34.07009,-117.97316,91706,CA,California,USA
LOS ANGELES,34.09099,-118.33654,90038-1202,CA,California,USA
ROCKLIN,38.81082,-121.28267,95765,CA,California,USA
LOS ALAMITOS,33.81786,-118.06394,90720,CA,California,USA
ANDERSON,40.46729,-122.29523,96007-3729,CA,California,USA
ANAHEIM,33.82488,-118.01043,92804-2808,CA,California,USA
SPRING VALLEY,32.6978,-117.01826,91977-6106,CA,California,USA
WALNUT CREEK,37.9317,-122.05856,94597,CA,California,USA
STOCKTON,37.96433,-121.33699,95204-3937,CA,California,USA
VICTORVILLE,34.52739,-117.39977,92392,CA,California,USA
SAN FRANCISCO,37.76111,-122.43262,94114-2520,CA,California,USA
VAN NUYS,34.19365,-118.43156,91405-4117,CA,California,USA
KINGS BEACH,39.23575,-120.02239,96143,CA,California,USA
AZUSA,34.11406,-117.90817,91702-5544,CA,California,USA
FAIR OAKS,38.66388,-121.24386,95628-3809,CA,California,USA
SANTA ROSA,38.45958,-122.74088,95403-3405,CA,California,USA
BALDWIN PARK,34.07979,-117.95242,91706-5633,CA,California,USA
INGLEWOOD,33.96297,-118.3708,90301,CA,California,USA
BELL,33.97051,-118.1877,90201-3651,CA,California,USA
ANAHEIM,38.82921,-117.94105,92802,CA,California,USA
NORTH HOLLYWOOD,34.20082,-118.42224,91605-4648,CA,California,USA
ESCONDIDO,33.15495,-117.12461,92026-3343,CA,California,USA
CHULA VISTA,32.63074,-117.07506,91910-5620,CA,California,USA
CHULA VISTA,32.614,-117.06899,91911,CA,California,USA
PICO RIVERA,33.97957,-118.09101,90660,CA,California,USA
LA CRESCENTA,34.22749,-118.24618,91214,CA,California,USA
FONTANA,34.08456,-117.4351,92335-5860,CA,California,USA
LOS ANGELES,34.10211,-118.32215,90028,CA,California,USA
LOS ANGELES,33.98861,-118.33812,90043,CA,California,USA
VICTORVILLE,34.50744,-117.32646,92392,CA,California,USA
SHERMAN OAKS,34.16448,-118.44917,91403,CA,California,USA
LONG BEACH,33.8412,-118.17605,90807-2310,CA,California,USA
LONG BEACH,33.75989,-118.14556,90803-2820,CA,California,USA
LONG BEACH,33.78406,-118.13381,90804-3311,CA,California,USA
TWENTYNINE PALMS,34.13591,-116.05376,92277-3102,CA,California,USA
HAWTHORNE,33.90892,-118.33103,90250-6343,CA,California,USA
SANTA ANA,33.70813,-117.86831,92707-3719,CA,California,USA
DUBLIN,37.70589,-121.93446,94568,CA,California,USA
SACRAMENTO,38.55398,-121.42747,95819,CA,California,USA
LOS ANGELES,34.01704,-118.16069,90022,CA,California,USA
SAN DIEGO,32.74867,-117.126129,92104,CA,California,USA
PARAMOUNT,33.88878,-118.15112,90723-5202,CA,California,USA
POMONA,34.07089,-117.77829,91768-2223,CA,California,USA
HUNTINGTON BEACH,33.71617,-118.06886,92649,CA,California,USA
LOS ANGELES,34.0278,-118.44318,90064-2828,CA,California,USA
NORTH HOLLYWOOD,34.16802,-118.39695,91607-2711,CA,California,USA
GARDENA,33.87279,-118.3036,90248,CA,California,USA
SAN DIMAS,34.10713,-117.82412,91773,CA,California,USA
WEST COVINA,34.07316,-117.87206,91791,CA,California,USA
ENCINITAS,33.0365,-117.27967,92024-4640,CA,California,USA
PARAMOUNT,33.89641,-118.14311,90723,CA,California,USA
CAPITOLA,36.9804,-121.9644,95010,CA,California,USA
RUNNING SPRINGS,34.2041,-117.08774,92382,CA,California,USA
CHULA VISTA,32.62072,-117.08585,91910-5329,CA,California,USA
KING CITY,36.20807,-121.13334,93930-3303,CA,California,USA
SANTA CRUZ,36.97303,-122.01845,95060-4675,CA,California,USA
CONCORD,37.95379,-122.04322,94520-4101,CA,California,USA
OROVILLE,39.47666,-121.54768,95966-6968,CA,California,USA
SEPULVEDA,34.22153,-118.50216,91343-6112,CA,California,USA
REDLANDS,34.05598,-117.15708,92374-4012,CA,California,USA
OXNARD,34.16993,-119.17723,93033-0000,CA,California,USA
FRESNO,36.69244,-119.76371,93725,CA,California,USA
FRESNO,36.75266,-119.79017,93701,CA,California,USA
SAN JOSE,37.28865,-121.88087,95125-2801,CA,California,USA
LOS ANGELES,34.10586,-118.19949,90042-3922,CA,California,USA
NORTHRIDGE,34.25796,-118.52364,91326-3507,CA,California,USA
CULVER CITY,34.0321,-118.37467,90232-7325,CA,California,USA
SANTA CRUZ,36.98352,-122.023209,95060,CA,California,USA
MONTEREY,36.61147,-121.89991,93940,CA,California,USA
MILPITAS,37.45222,-121.90984,95035-3157,CA,California,USA
MOUNTAIN VIEW,37.40668,-122.1118,94040-1206,CA,California,USA
FRESNO,36.79328,-119.84462,93722-4502,CA,California,USA
RICHMOND,37.94367,-122.3287,94805,CA,California,USA
SACRAMENTO,38.58229,-121.48359,95814,CA,California,USA
SAN DIEGO,32.97748,-117.0895,92129-1601,CA,California,USA
LOS ANGELES,33.98881,-118.30832,90047,CA,California,USA
SAN DIEGO,32.75009,-117.20934,92110-4552,CA,California,USA
CUPERTINO,37.31523,-122.05012,95014-4052,CA,California,USA
SANTA ANA,33.75976,-117.8648,92706-2805,CA,California,USA
TORRANCE,33.81611,-118.30922,90501,CA,California,USA
CHULA VISTA,32.59823,-117.07695,91911,CA,California,USA
LOS ANGELES,34.02608,-118.27215,90007,CA,California,USA
BAKERSFIELD,35.39751,-119.11068,93312-2302,CA,California,USA
TORRANCE,33.83792,-118.34538,90503,CA,California,USA
LONG BEACH,33.76913,-118.19219,90802-4411,CA,California,USA
MONTEREY PARK,34.03388,-118.12538,91755-7237,CA,California,USA
PLEASANT HILL,37.93423,-122.0738,94523-4120,CA,California,USA
EL MONTE,34.07855,-118.02101,91732-2246,CA,California,USA
SAN LEANDRO,37.69106,-122.15287,94579-1616,CA,California,USA
LOS ANGELES,34.1197,-118.1994,90042,CA,California,USA
AZUSA,34.1339,-117.90269,91702-2518,CA,California,USA
SAN JOSE,37.25371,-121.90255,95118-2203,CA,California,USA
NATIONAL CITY,32.68024,-117.0912,91950,CA,California,USA
CLOVIS,36.79364,-119.71773,93612,CA,California,USA
SAN BERNARDINO,34.16883,-117.31629,92407-4100,CA,California,USA
LAWNDALE,33.89851,-118.34425,90260-1830,CA,California,USA
NEWPORT BEACH,33.62862,-117.93147,92663-2707,CA,California,USA
TUSTIN,33.74521,-117.83026,92780-2902,CA,California,USA
SUNNYVALE,37.35174,-122.01638,94087-3601,CA,California,USA
SAN BERNARDINO,34.12156,-117.29016,92410-3518,CA,California,USA
SOUTH LAKE TAHOE,38.9266,-119.98361,96150-7709,CA,California,USA
RIVERSIDE,33.97458,-117.37382,92501,CA,California,USA
SAN DIEGO,32.57416,-117.05377,92154-3550,CA,California,USA
CULVER CITY,34.00477,-118.4147,90230-9249,CA,California,USA
SAN LEANDRO,37.69545,-122.1032,94578-1521,CA,California,USA
FRESNO,36.79444,-119.79134,93704-3938,CA,California,USA
SAN JOSE,37.33169,-121.85316,95122-3137,CA,California,USA
LA CANADA FLINTRIDGE,34.205,-118.20066,91011,CA,California,USA
OAKLAND,37.82865,-122.25569,94611-5112,CA,California,USA
PLEASANT HILL,37.96132,-122.07852,94523-1860,CA,California,USA
BELL GARDENS,33.96341,-118.166,90201-4515,CA,California,USA
MONTEBELLO,34.02294,-118.13421,90640,CA,California,USA
GRIDLEY,39.36334,-121.68751,95948-2603,CA,California,USA
SAN GABRIEL,34.12324,-118.07337,91775-1412,CA,California,USA
SANTA CLARA,37.3605,-121.99639,95051-2012,CA,California,USA
LOS ANGELES,34.09515,-118.30878,90027,CA,California,USA
LOS ANGELES,34.01757,-118.22036,90023,CA,California,USA
LOS ANGELES,34.06277,-118.30871,90010,CA,California,USA
FRESNO,36.80811,-119.74565,93710-8221,CA,California,USA
LOS ANGELES,34.02469,-118.25003,90021,CA,California,USA
LOS ANGELES,34.04994,-118.2431,90012,CA,California,USA
LOS ANGELES,33.94575,-118.28298,90044,CA,California,USA
FONTANA,34.06999,-117.45341,92335,CA,California,USA
SAN LORENZO,37.68616,-122.13039,94580,CA,California,USA
MODESTO,37.69038,-121.03193,95350,CA,California,USA
PALMDALE,34.57312,-118.07645,93550-5535,CA,California,USA
LEMOORE,36.29865,-119.8074,93245,CA,California,USA
LOS ANGELES,34.0518,-118.37653,90035-3718,CA,California,USA
MERCED,37.30582,-120.49142,95340-4528,CA,California,USA
APPLE VALLEY,34.47199,-117.18987,92308-7206,CA,California,USA
SAN JOSE,37.3326,-121.88019,95112-5670,CA,California,USA
MAYWOOD,33.98782,-118.18525,90270-2953,CA,California,USA
SANTEE,32.84542,-116.9978,92071-2941,CA,California,USA
LONG BEACH,33.76836,-118.17712,90802-3568,CA,California,USA
SACRAMENTO,38.55855,-121.48224,95818,CA,California,USA
SAN YSIDRO,32.54694,-117.03373,92173,CA,California,USA
NORTH HOLLYWOOD,34.1724,-118.37279,91601-2435,CA,California,USA
FRESNO,36.76537,-119.78114,93703-3010,CA,California,USA
CHULA VISTA,32.6004,-117.05195,91911-5243,CA,California,USA
PACOIMA,34.24693,-118.44766,91331,CA,California,USA
CONCORD,37.99536,-122.03248,94520-1661,CA,California,USA
SONOMA,38.31175,-122.49184,95476-4225,CA,California,USA
SAN LEANDRO,37.69224,-122.11002,94578,CA,California,USA
IRVINE,33.65443,-117.73865,92618,CA,California,USA
SAN BERNARDINO,34.08675,-117.26031,92408,CA,California,USA
FAIRFIELD,38.258,-122.02252,94533-5310,CA,California,USA
CARSON,33.84169,-118.26307,90746,CA,California,USA
WOODLAND HILLS,34.16553,-118.62362,91364-1201,CA,California,USA
FONTANA,34.09971,-117.45412,92335,CA,California,USA
SAN BERNARDINO,34.14433,-117.27908,92404,CA,California,USA
LOS ALAMITOS,33.80612,-118.07143,90720,CA,California,USA
SANTA MARIA,34.92505,-120.43658,93454-7807,CA,California,USA
LOS ANGELES,34.07772,-118.26638,90026,CA,California,USA
TORRANCE,33.84244,-118.28705,90502,CA,California,USA
AZUSA,34.13382,-117.9205,91702,CA,California,USA
SAN BERNARDINO,34.19168,-117.36055,92407-2011,CA,California,USA
WHITTIER,33.99231,-118.06719,90606-1353,CA,California,USA
ISLA VISTA,34.41073,-119.85603,93117,CA,California,USA
FAIRFAX,37.98498,-122.59119,94930-1902,CA,California,USA
HIGHLAND,34.10866,-117.19516,92346,CA,California,USA
SANTEE,32.85252,-116.99849,92071,CA,California,USA
ANTIOCH,37.96237,-121.76054,94531,CA,California,USA
LONG BEACH,33.87443,-118.16839,90805-2641,CA,California,USA
NORTHRIDGE,34.27442,-118.55705,91326-1610,CA,California,USA
TRACY,37.7389,-121.41521,95304,CA,California,USA
BAKERSFIELD,35.35377,-119.04369,93309-2152,CA,California,USA
LONG BEACH,33.78228,-118.18469,90813,CA,California,USA
ROSEMEAD,34.06224,-118.1078,91770-2910,CA,California,USA
LAKE VIEW TERRACE,34.2777,-118.37855,91342-7343,CA,California,USA
CARSON,33.83207,-118.23983,90810,CA,California,USA
RANCHO CUCAMONGA,34.07864,-117.55877,91730-9025,CA,California,USA
ROCKLIN,38.79606,-121.28952,95765,CA,California,USA
GARDEN GROVE,33.78127,-117.91433,92840-5803,CA,California,USA
VISALIA,36.31247,-119.29228,93277-5366,CA,California,USA
HOLTVILLE,32.81118,-115.38186,92250-1114,CA,California,USA
GOLETA,34.43313,-119.88475,93117-1219,CA,California,USA
TUJUNGA,34.25555,-118.2995,91042,CA,California,USA
OCEANSIDE,33.18437,-117.36724,92054-5225,CA,California,USA
NEWPORT BEACH,33.60856,-117.9269,92663-4312,CA,California,USA
GARDEN GROVE,33.7592,-117.95537,92844,CA,California,USA
VENTURA,34.28753,-119.29933,93001,CA,California,USA
SAN JACINTO,33.77326,-116.95931,92583-5106,CA,California,USA
EL CENTRO,32.77562,-115.55278,92243-4513,CA,California,USA
POMONA,34.06236,-117.73648,91767-5628,CA,California,USA
MONTEBELLO,34.01514,-118.09735,90640,CA,California,USA
MORENO VALLEY,33.9177,-117.25206,92553,CA,California,USA
LOS ANGELES,34.08321,-118.32626,90038,CA,California,USA
VAN NUYS,34.19051,-118.44806,91401-1426,CA,California,USA
TEMECULA,33.52434,-117.16158,92591,CA,California,USA
ARCADIA,34.12923,-118.030807,91006,CA,California,USA
EAST LOS ANGELES,34.01124,-118.13123,90022-5451,CA,California,USA
CARSON,33.86746,-118.26575,90746-1501,CA,California,USA
GARDEN GROVE,33.77451,-117.94565,92840-5020,CA,California,USA
SAN FRANCISCO,37.74261,-122.49,94116-2250,CA,California,USA
ESCONDIDO,33.10463,-117.07263,92025-6520,CA,California,USA
FONTANA,34.14986,-117.47335,92336-0231,CA,California,USA
CARMICHAEL,38.61762,-121.34543,95608-4207,CA,California,USA
EL CENTRO,32.77082,-115.55274,92243,CA,California,USA
CHICO,39.72307,-121.84879,95928-5053,CA,California,USA
SAN GABRIEL,34.04245,-118.092331,91770-4153,CA,California,USA
WALNUT CREEK,37.91091,-122.06038,94596-7605,CA,California,USA
NATIONAL CITY,32.67854,-117.09845,91950-2442,CA,California,USA
VISALIA,36.32005,-119.31416,93277-4435,CA,California,USA
FREMONT,37.54518,-121.98098,94538,CA,California,USA
PACOIMA,34.26482,-118.43797,91331-3531,CA,California,USA
RIALTO,34.12181,-117.38298,92376,CA,California,USA
BUENA PARK,33.83531,-118.01129,90620,CA,California,USA
ROWLAND HEIGHTS,33.97608,-117.90938,91748-4414,CA,California,USA
CHULA VISTA,32.62107,-117.07147,91911,CA,California,USA
SACRAMENTO,38.48211,-121.39066,95828-3711,CA,California,USA
OXNARD,34.18145,-119.20876,93035-3249,CA,California,USA
FOUNTAIN VALLEY,33.70053,-117.97209,92708,CA,California,USA
SAN DIEGO,32.76684,-117.05679,92115-2706,CA,California,USA
WHITTIER,33.94335,-118.02784,90604-1202,CA,California,USA
HAWAIIAN GARDENS,33.83106,-118.06956,90716,CA,California,USA
SALINAS,36.72338,-121.65596,93906-1710,CA,California,USA
AZUSA,34.13012,-117.89595,91702-3858,CA,California,USA
SAN JOSE,37.34048,-121.88042,95112-3515,CA,California,USA
MOUNTAIN VIEW,37.39666,-122.0601,94043-3954,CA,California,USA
LOS ANGELES,34.04037,-118.29169,90006,CA,California,USA
BAKERSFIELD,35.38911,-119.04386,93308,CA,California,USA
SANTA CLARA,37.36132,-121.95906,95050-3253,CA,California,USA
ANAHEIM,33.83284,-117.95943,92801-6502,CA,California,USA
SAN BERNARDINO,34.13585,-117.33158,92407,CA,California,USA
REDWOOD CITY,37.48711,-122.22152,94063-2404,CA,California,USA
BERKELEY,37.85875,-122.25301,94705-2113,CA,California,USA
WESTMINSTER,33.76682,-118.00697,92683-2600,CA,California,USA
NORTHRIDGE,34.22843,-118.56265,91324-3308,CA,California,USA
EASTVALE,33.96045,-117.59249,92880-8718,CA,California,USA
POMONA,34.10678,-117.73719,91767-1224,CA,California,USA
SAN DIEGO,32.73862,-117.10063,92105-4603,CA,California,USA
TORRANCE,33.84833,-118.35419,90503-2401,CA,California,USA
SAN RAMON,37.77365,-121.97446,94583-1604,CA,California,USA
LAKE FOREST,33.62789,-117.70547,92630-3679,CA,California,USA
LAWNDALE,33.88802,-118.35233,90260,CA,California,USA
FOUNTAIN VALLEY,33.7096,-117.94528,92708-4841,CA,California,USA
CULVER CITY,33.99324,-118.3956,90230-5558,CA,California,USA
STOCKTON,38.01912,-121.32421,95207,CA,California,USA
OXNARD,34.17304,-119.17708,93033,CA,California,USA
POMONA,34.05568,-117.741,91766-2045,CA,California,USA
SOUTH SAN FRANCISCO,37.64971,-122.46898,94080-5130,CA,California,USA
VENICE,33.99757,-118.45932,90291-3517,CA,California,USA
LOS ANGELES,34.10357,-118.33847,90028,CA,California,USA
COSTA MESA,33.63574,-117.91799,92627-7300,CA,California,USA
DALY CITY,37.66369,-122.46869,94015,CA,California,USA
TORRANCE,33.86519,-118.34422,90504-4830,CA,California,USA
CHICO,39.76104,-121.83434,95926-1051,CA,California,USA
LAKE ELSINORE,33.66299,-117.29775,92532,CA,California,USA
CHULA VISTA,32.62906,-117.04598,91910-6335,CA,California,USA
LOS ANGELES,34.03365,-118.18483,90063,CA,California,USA
LOS ANGELES,34.09769,-118.35517,90046-2715,CA,California,USA
SAN LEANDRO,37.72203,-122.16806,94577-2500,CA,California,USA
SIMI VALLEY,34.26115,-118.74818,93065-4763,CA,California,USA
SAN DIEGO,33.00512,-117.09063,92127-2321,CA,California,USA
HESPERIA,34.38385,-117.31922,92345,CA,California,USA
OCEANSIDE,33.19269,-117.37662,92054,CA,California,USA
SAN FRANCISCO,37.78546,-122.39685,94107,CA,California,USA
SAUSALITO,37.86157,-122.49422,94965-1745,CA,California,USA
SEASIDE,36.61382,-121.84274,93955-3615,CA,California,USA
SACRAMENTO,38.54698,-121.43826,95820-1801,CA,California,USA
SAN DIEGO,32.76361,-117.1192,92116-2430,CA,California,USA
SOUTH LAGUNA,33.50247,-117.74402,92677-3024,CA,California,USA
FRESNO,36.73545,-119.75421,93702,CA,California,USA
SANTA ROSA,38.46879,-122.74361,95403,CA,California,USA
SANTA ROSA,38.42134,-122.7177,95407-7516,CA,California,USA
UPLAND,34.10124,-117.67057,91786,CA,California,USA
RESEDA,34.20146,-118.54428,91335-4217,CA,California,USA
SANTA ANA,33.7451,-117.87673,92703-3924,CA,California,USA
ORLAND,39.74733,-122.18482,95963,CA,California,USA
LOS ANGELES,34.0911,-118.35534,90046-6408,CA,California,USA
MODESTO,37.63867,-120.92733,95357,CA,California,USA
FREMONT,37.57599,-121.97157,94536-1741,CA,California,USA
PICO RIVERA,34.01652,-118.07814,90660-1528,CA,California,USA
BRAWLEY,32.9782,-115.54337,92227-2353,CA,California,USA
SAN JOSE,37.37589,-121.83574,95127-1548,CA,California,USA
OCEANSIDE,33.25455,-117.29994,92057-4335,CA,California,USA
SUN VALLEY,34.22457,-118.36609,91352-3437,CA,California,USA
MONTCLAIR,34.06283,-117.68917,91763,CA,California,USA
COMPTON,33.89618,-118.22662,90220,CA,California,USA
GARDENA,33.90232,-118.29138,90247,CA,California,USA
ALHAMBRA,34.08756,-118.15233,91803-1318,CA,California,USA
SAN DIEGO,32.90489,-117.14548,92126-3660,CA,California,USA
SAN JUAN CAPISTRANO,33.51976,-117.66709,92675,CA,California,USA
SALINAS,36.68265,-121.62223,93905-1303,CA,California,USA
SAN MATEO,37.55475,-122.30313,94402-2622,CA,California,USA
SUN VALLEY,34.20865,-118.36993,91352-4535,CA,California,USA
ORANGE,33.78825,-117.87678,92868,CA,California,USA
SAN DIEGO,32.74308,-117.24874,92107,CA,California,USA
FOUNTAIN VALLEY,33.69379,-117.95338,92708-6712,CA,California,USA
SAN JACINTO,33.78775,-116.97232,92582,CA,California,USA
LA PALMA,33.85841,-118.0388,90623-1005,CA,California,USA
GARDENA,33.87762,-118.30885,90247,CA,California,USA
POMONA,34.10363,-117.74917,91767,CA,California,USA
HESPERIA,34.42041,-117.29718,92345-6027,CA,California,USA
SAN FRANCISCO,37.78967,-122.40115,94104,CA,California,USA
INGLEWOOD,33.96183,-118.3485,90301,CA,California,USA
